IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
34.225.195.136,443,443,true,IAD,North America,US,Ashburn,230,1.59
54.229.164.147,2053,443,true,DUB,Europe,IE,Dublin,203,1.57
3.15.208.105,443,443,true,IAD,North America,US,Ashburn,216,1.56
67.226.223.185,80,443,true,LHR,Europe,GB,London,178,1.56
3.92.255.124,443,443,true,IAD,North America,US,Ashburn,232,1.54
35.91.96.37,443,443,true,SEA,North America,US,Seattle,199,1.54
51.44.169.170,2096,443,true,CDG,Europe,FR,Paris,170,1.53
52.32.188.199,443,443,true,SEA,North America,US,Seattle,170,1.52
204.110.223.144,80,443,true,ORD,North America,US,Chicago,215,1.52
3.135.186.23,443,443,true,IAD,North America,US,Ashburn,221,1.52
204.110.223.45,80,443,true,ORD,North America,US,Chicago,244,1.52
34.216.124.126,80,443,true,PDX,North America,US,Portland,190,1.52
34.194.76.43,443,443,true,IAD,North America,US,Ashburn,244,1.51
3.15.188.223,443,443,true,IAD,North America,US,Ashburn,228,1.50
18.226.163.56,8443,443,true,ORD,North America,US,Chicago,223,1.50
18.184.73.103,2087,443,true,FRA,Europe,DE,Frankfurt,192,1.50
34.218.130.79,443,443,true,PDX,North America,US,Portland,205,1.49
67.226.223.134,80,443,true,LHR,Europe,GB,London,171,1.49
54.202.153.192,443,443,true,SEA,North America,US,Seattle,193,1.48
51.20.238.138,8080,443,true,ARN,Europe,SE,Stockholm,184,1.48
35.95.237.8,443,443,true,PDX,North America,US,Portland,191,1.48
204.110.221.36,443,443,true,YUL,North America,CA,Montréal,234,1.48
67.226.221.133,80,443,true,SJC,North America,US,San Jose,174,1.47
15.157.59.78,2053,443,true,YUL,North America,CA,Montréal,247,1.47
3.126.159.12,443,443,true,FRA,Europe,DE,Frankfurt,160,1.47
67.226.221.107,443,443,true,SJC,North America,US,San Jose,173,1.47
34.214.29.4,443,443,true,SEA,North America,US,Seattle,225,1.46
67.226.223.70,80,443,true,LHR,Europe,GB,London,201,1.46
34.222.251.19,443,443,true,SEA,North America,US,Seattle,190,1.45
35.92.162.86,443,443,true,SEA,North America,US,Seattle,214,1.45
3.250.4.109,443,443,true,DUB,Europe,IE,Dublin,239,1.45
51.20.215.255,443,443,true,ARN,Europe,SE,Stockholm,170,1.44
51.20.207.0,443,443,true,ARN,Europe,SE,Stockholm,223,1.44
13.40.62.143,443,443,true,LHR,Europe,GB,London,211,1.43
13.250.14.76,443,443,true,SIN,Asia Pacific,SG,Singapore,93,1.43
35.178.231.93,443,443,true,LHR,Europe,GB,London,178,1.42
34.246.195.215,443,443,true,DUB,Europe,IE,Dublin,200,1.42
54.89.91.89,443,443,true,IAD,North America,US,Ashburn,230,1.42
35.83.185.225,443,443,true,SEA,North America,US,Seattle,175,1.41
204.110.223.215,80,443,true,ORD,North America,US,Chicago,214,1.41
67.226.223.223,80,443,true,LHR,Europe,GB,London,188,1.40
63.32.194.15,8443,443,true,DUB,Europe,IE,Dublin,190,1.40
3.22.71.94,443,443,true,IAD,North America,US,Ashburn,222,1.40
18.225.72.152,8443,443,true,ORD,North America,US,Chicago,225,1.40
3.254.102.47,443,443,true,DUB,Europe,IE,Dublin,205,1.39
18.224.33.235,443,443,true,IAD,North America,US,Ashburn,230,1.38
13.61.72.158,443,443,true,ARN,Europe,SE,Stockholm,231,1.38
35.164.159.45,443,443,true,SEA,North America,US,Seattle,179,1.37
18.156.153.248,2053,443,true,FRA,Europe,DE,Frankfurt,184,1.37
34.248.175.151,443,443,true,DUB,Europe,IE,Dublin,243,1.36
35.91.254.95,443,443,true,SEA,North America,US,Seattle,178,1.36
52.50.61.33,2053,443,true,DUB,Europe,IE,Dublin,204,1.35
54.210.245.85,443,443,true,IAD,North America,US,Ashburn,216,1.35
34.219.183.79,443,443,true,SEA,North America,US,Seattle,192,1.34
35.167.93.200,80,443,true,PDX,North America,US,Portland,179,1.33
52.213.11.150,443,443,true,DUB,Europe,IE,Dublin,203,1.32
204.110.220.15,80,443,true,SJC,North America,US,San Jose,143,1.32
67.226.223.4,443,443,true,LHR,Europe,GB,London,190,1.31
35.88.25.99,443,443,true,SEA,North America,US,Seattle,191,1.31
67.226.223.41,80,443,true,LHR,Europe,GB,London,176,1.31
54.229.71.228,443,443,true,DUB,Europe,IE,Dublin,187,1.30
34.245.153.220,443,443,true,DUB,Europe,IE,Dublin,208,1.30
18.171.189.134,443,443,true,LHR,Europe,GB,London,178,1.29
107.20.99.133,443,443,true,IAD,North America,US,Ashburn,250,1.27
18.156.192.3,443,443,true,AMS,Europe,NL,Amsterdam,181,1.27
54.149.11.131,80,443,true,SEA,North America,US,Seattle,196,1.27
16.171.114.20,8443,443,true,ARN,Europe,SE,Stockholm,187,1.27
35.87.202.138,8443,443,true,SEA,North America,US,Seattle,248,1.27
34.220.171.252,443,443,true,SEA,North America,US,Seattle,215,1.23
34.247.194.43,443,443,true,DUB,Europe,IE,Dublin,251,1.23
35.177.50.118,443,443,true,LHR,Europe,GB,London,229,1.22
52.40.102.162,443,443,true,PDX,North America,US,Portland,174,1.22
3.66.67.78,8443,443,true,FRA,Europe,DE,Frankfurt,173,1.22
3.14.245.230,443,443,true,IAD,North America,US,Ashburn,216,1.22
34.214.104.193,8443,443,true,SEA,North America,US,Seattle,199,1.21
52.47.168.64,2053,443,true,CDG,Europe,FR,Paris,184,1.21
18.183.158.211,443,443,true,NRT,Asia Pacific,JP,Tokyo,67,1.21
34.220.213.28,443,443,true,SEA,North America,US,Seattle,199,1.20
18.218.187.206,443,443,true,IAD,North America,US,Ashburn,241,1.19
3.254.169.175,443,443,true,DUB,Europe,IE,Dublin,200,1.17
34.221.221.215,443,443,true,SEA,North America,US,Seattle,198,1.16
67.226.221.102,80,443,true,SJC,North America,US,San Jose,171,1.16
54.170.189.46,443,443,true,DUB,Europe,IE,Dublin,199,1.16
204.110.221.229,443,443,true,YUL,North America,CA,Montréal,232,1.15
3.73.6.186,2053,443,true,FRA,Europe,DE,Frankfurt,197,1.15
18.117.78.222,443,443,true,IAD,North America,US,Ashburn,223,1.15
204.110.223.99,80,443,true,ORD,North America,US,Chicago,233,1.14
204.110.223.65,443,443,true,ORD,North America,US,Chicago,214,1.13
67.226.223.151,443,443,true,LHR,Europe,GB,London,197,1.13
184.73.20.34,443,443,true,IAD,North America,US,Ashburn,234,1.13
34.218.47.241,443,443,true,SEA,North America,US,Seattle,206,1.12
54.177.196.101,80,443,true,SJC,North America,US,San Jose,170,1.12
13.51.238.87,443,443,true,ARN,Europe,SE,Stockholm,201,1.11
52.32.90.142,80,443,true,PDX,North America,US,Portland,198,1.10
67.226.222.90,80,443,true,ORD,North America,US,Chicago,223,1.09
67.226.223.91,80,443,true,LHR,Europe,GB,London,180,1.09
3.137.189.192,443,443,true,IAD,North America,US,Ashburn,244,1.09
3.15.147.151,2083,443,true,IAD,North America,US,Ashburn,240,1.09
67.226.223.204,80,443,true,LHR,Europe,GB,London,177,1.08
3.16.203.208,443,443,true,IAD,North America,US,Ashburn,223,1.08
13.39.213.36,443,443,true,CDG,Europe,FR,Paris,221,1.08
52.19.7.141,2053,443,true,DUB,Europe,IE,Dublin,202,1.07
54.185.171.97,443,443,true,SEA,North America,US,Seattle,190,1.07
204.110.223.149,80,443,true,ORD,North America,US,Chicago,221,1.07
3.143.22.135,443,443,true,IAD,North America,US,Ashburn,241,1.06
18.221.7.92,443,443,true,IAD,North America,US,Ashburn,239,1.06
3.127.55.133,443,443,true,FRA,Europe,DE,Frankfurt,194,1.05
18.197.195.222,2053,443,true,FRA,Europe,DE,Frankfurt,200,1.04
13.56.81.55,80,443,true,SJC,North America,US,San Jose,156,1.03
54.244.56.124,443,443,true,SEA,North America,US,Seattle,186,1.03
35.86.125.117,80,443,true,PDX,North America,US,Portland,190,1.03
204.110.223.225,80,443,true,ORD,North America,US,Chicago,238,1.02
18.130.28.238,443,443,true,LHR,Europe,GB,London,199,1.00
3.10.245.25,80,443,true,LHR,Europe,GB,London,238,0.99
54.191.21.99,443,443,true,SEA,North America,US,Seattle,198,0.99
52.20.152.104,443,443,true,IAD,North America,US,Ashburn,232,0.99
204.110.221.82,80,443,true,YUL,North America,CA,Montréal,259,0.97
51.20.163.38,8080,443,true,ARN,Europe,SE,Stockholm,212,0.97
52.11.38.216,443,443,true,SEA,North America,US,Seattle,201,0.95
3.75.170.179,8080,443,true,FRA,Europe,DE,Frankfurt,184,0.95
52.29.68.81,443,443,true,FRA,Europe,DE,Frankfurt,217,0.95
34.252.89.42,443,443,true,DUB,Europe,IE,Dublin,244,0.94
18.218.201.119,443,443,true,IAD,North America,US,Ashburn,216,0.94
35.87.138.3,443,443,true,SEA,North America,US,Seattle,200,0.94
34.240.33.147,2053,443,true,DUB,Europe,IE,Dublin,199,0.94
204.110.220.162,80,443,true,SJC,North America,US,San Jose,170,0.93
44.222.125.246,443,443,true,IAD,North America,US,Ashburn,230,0.91
18.236.252.12,443,443,true,SEA,North America,US,Seattle,218,0.91
3.230.207.59,2087,443,true,IAD,North America,US,Ashburn,234,0.91
16.171.153.232,443,443,true,AMS,Europe,NL,Amsterdam,207,0.91
3.78.24.246,2053,443,true,FRA,Europe,DE,Frankfurt,184,0.91
13.40.169.70,443,443,true,LHR,Europe,GB,London,177,0.91
3.143.244.172,8443,443,true,ORD,North America,US,Chicago,238,0.89
3.68.31.54,443,443,true,FRA,Europe,DE,Frankfurt,170,0.89
35.90.246.86,443,443,true,SEA,North America,US,Seattle,213,0.88
184.169.222.179,80,443,true,SJC,North America,US,San Jose,156,0.87
18.216.246.184,443,443,true,IAD,North America,US,Ashburn,241,0.87
35.86.111.214,443,443,true,SEA,North America,US,Seattle,204,0.86
18.220.23.184,443,443,true,IAD,North America,US,Ashburn,220,0.86
67.226.223.109,80,443,true,LHR,Europe,GB,London,243,0.86
3.214.164.221,443,443,true,IAD,North America,US,Ashburn,238,0.86
67.226.223.125,80,443,true,LHR,Europe,GB,London,201,0.86
67.226.222.2,443,443,true,ORD,North America,US,Chicago,232,0.85
34.210.67.122,443,443,true,SEA,North America,US,Seattle,179,0.85
67.226.221.221,80,443,true,SJC,North America,US,San Jose,157,0.85
54.187.101.21,443,443,true,SEA,North America,US,Seattle,217,0.85
44.203.183.139,443,443,true,IAD,North America,US,Ashburn,251,0.83
204.110.221.170,80,443,true,YUL,North America,CA,Montréal,240,0.82
3.74.9.115,8443,443,true,FRA,Europe,DE,Frankfurt,190,0.82
18.168.225.42,443,443,true,LHR,Europe,GB,London,191,0.81
67.226.222.135,80,443,true,ORD,North America,US,Chicago,233,0.80
54.213.215.13,8443,443,true,PDX,North America,US,Portland,195,0.80
34.252.15.93,8443,443,true,DUB,Europe,IE,Dublin,205,0.79
3.13.196.41,443,443,true,IAD,North America,US,Ashburn,242,0.78
175.41.148.129,443,443,true,SIN,Asia Pacific,SG,Singapore,95,0.78
54.71.238.195,443,443,true,PDX,North America,US,Portland,199,0.77
204.110.223.54,80,443,true,ORD,North America,US,Chicago,249,0.77
3.239.16.253,443,443,true,IAD,North America,US,Ashburn,233,0.77
204.110.220.57,80,443,true,SJC,North America,US,San Jose,171,0.77
54.148.144.164,443,443,true,SEA,North America,US,Seattle,187,0.76
3.137.221.61,443,443,true,IAD,North America,US,Ashburn,252,0.76
34.209.4.175,80,443,true,PDX,North America,US,Portland,220,0.76
52.23.240.64,443,443,true,IAD,North America,US,Ashburn,239,0.75
35.163.81.138,443,443,true,SEA,North America,US,Seattle,184,0.75
18.158.211.32,8443,443,true,FRA,Europe,DE,Frankfurt,162,0.74
44.204.173.133,443,443,true,IAD,North America,US,Ashburn,223,0.74
51.44.165.242,8443,443,true,CDG,Europe,FR,Paris,202,0.73
3.144.191.4,443,443,true,ORD,North America,US,Chicago,228,0.72
96.0.147.177,443,80,false,MNL,Asia Pacific,PH,Manila,131,0.72
3.29.115.162,8443,443,true,MRS,Europe,FR,Marseille,292,0.71
35.88.232.142,443,443,true,SEA,North America,US,Seattle,189,0.71
3.8.210.128,2053,443,true,LHR,Europe,GB,London,197,0.71
67.226.221.48,80,443,true,SJC,North America,US,San Jose,192,0.71
3.29.102.89,443,443,true,MRS,Europe,FR,Marseille,319,0.70
18.216.55.100,443,443,true,CMH,North America,US,Columbus,247,0.70
18.153.166.250,2053,443,true,FRA,Europe,DE,Frankfurt,142,0.69
204.110.221.55,80,443,true,YUL,North America,CA,Montréal,260,0.69
3.137.182.157,443,443,true,IAD,North America,US,Ashburn,218,0.68
184.73.115.39,443,443,true,IAD,North America,US,Ashburn,221,0.67
67.226.221.104,443,443,true,SJC,North America,US,San Jose,162,0.67
18.222.47.230,443,443,true,IAD,North America,US,Ashburn,238,0.67
3.15.225.175,443,443,true,IAD,North America,US,Ashburn,228,0.66
18.222.115.157,443,443,true,IAD,North America,US,Ashburn,240,0.66
54.195.180.207,443,443,true,DUB,Europe,IE,Dublin,192,0.65
3.145.169.195,443,443,true,IAD,North America,US,Ashburn,235,0.65
204.110.221.25,80,443,true,YUL,North America,CA,Montréal,243,0.65
204.110.223.189,80,443,true,ORD,North America,US,Chicago,232,0.65
18.224.53.35,8443,443,true,ORD,North America,US,Chicago,200,0.64
204.110.221.164,80,443,true,YUL,North America,CA,Montréal,239,0.64
3.88.110.210,8443,443,true,IAD,North America,US,Ashburn,296,0.63
67.226.223.11,80,443,true,LHR,Europe,GB,London,172,0.63
35.89.166.200,443,443,true,SEA,North America,US,Seattle,179,0.63
15.237.143.163,8443,443,true,CDG,Europe,FR,Paris,201,0.63
18.117.107.169,443,443,true,IAD,North America,US,Ashburn,228,0.63
3.141.35.41,443,443,true,IAD,North America,US,Ashburn,214,0.61
50.19.193.95,443,443,true,IAD,North America,US,Ashburn,242,0.60
3.70.37.226,2053,443,true,FRA,Europe,DE,Frankfurt,178,0.59
204.110.221.89,80,443,true,YUL,North America,CA,Montréal,260,0.59
204.110.221.37,80,443,true,YUL,North America,CA,Montréal,249,0.59
67.226.221.106,80,443,true,SJC,North America,US,San Jose,172,0.59
98.82.153.6,2096,443,true,IAD,North America,US,Ashburn,258,0.58
52.12.162.159,443,443,true,PDX,North America,US,Portland,207,0.58
15.157.59.78,8443,443,true,YUL,North America,CA,Montréal,247,0.57
3.75.178.73,2087,443,true,FRA,Europe,DE,Frankfurt,163,0.57
18.199.213.201,443,443,true,FRA,Europe,DE,Frankfurt,189,0.57
34.220.188.96,80,443,true,PDX,North America,US,Portland,185,0.57
13.38.105.183,8443,443,true,CDG,Europe,FR,Paris,210,0.57
67.226.222.157,80,443,true,ORD,North America,US,Chicago,238,0.56
63.176.11.74,2096,443,true,FRA,Europe,DE,Frankfurt,206,0.55
44.201.125.49,443,443,true,IAD,North America,US,Ashburn,225,0.55
3.8.210.128,8443,443,true,LHR,Europe,GB,London,201,0.55
34.213.187.82,443,443,true,SEA,North America,US,Seattle,201,0.55
54.149.153.27,443,443,true,SEA,North America,US,Seattle,222,0.55
3.144.104.98,443,443,true,IAD,North America,US,Ashburn,214,0.54
35.89.192.248,443,443,true,SEA,North America,US,Seattle,190,0.54
67.226.222.170,80,443,true,ORD,North America,US,Chicago,219,0.53
204.110.221.59,80,443,true,YUL,North America,CA,Montréal,232,0.53
67.226.223.98,80,443,true,LHR,Europe,GB,London,203,0.53
3.8.85.241,443,443,true,LHR,Europe,GB,London,236,0.53
67.226.223.5,443,443,true,LHR,Europe,GB,London,195,0.53
52.74.101.26,443,443,true,SIN,Asia Pacific,SG,Singapore,87,0.52
34.207.191.254,443,443,true,IAD,North America,US,Ashburn,248,0.52
54.244.177.175,443,443,true,SEA,North America,US,Seattle,182,0.51
44.224.24.91,443,443,true,SEA,North America,US,Seattle,219,0.51
54.75.19.245,443,443,true,DUB,Europe,IE,Dublin,221,0.51
13.38.36.45,443,443,true,AMS,Europe,NL,Amsterdam,206,0.51
3.86.30.141,443,443,true,IAD,North America,US,Ashburn,241,0.50
18.220.217.3,8443,443,true,IAD,North America,US,Ashburn,221,0.49
3.230.207.59,8443,443,true,IAD,North America,US,Ashburn,227,0.48
18.188.58.86,443,443,true,ORD,North America,US,Chicago,247,0.48
67.226.221.100,80,443,true,SJC,North America,US,San Jose,174,0.47
3.143.254.56,443,443,true,IAD,North America,US,Ashburn,214,0.47
54.169.229.188,443,443,true,SIN,Asia Pacific,SG,Singapore,91,0.46
35.181.186.123,443,443,true,CDG,Europe,FR,Paris,169,0.45
18.224.38.26,443,443,true,IAD,North America,US,Ashburn,226,0.45
204.110.223.235,80,443,true,ORD,North America,US,Chicago,240,0.45
35.95.147.223,443,443,true,SEA,North America,US,Seattle,181,0.44
15.237.216.26,8443,443,true,CDG,Europe,FR,Paris,169,0.44
204.110.223.232,80,443,true,ORD,North America,US,Chicago,228,0.43
67.226.223.247,80,443,true,LHR,Europe,GB,London,198,0.43
52.19.178.111,2053,443,true,DUB,Europe,IE,Dublin,205,0.42
16.16.57.173,8443,443,true,AMS,Europe,NL,Amsterdam,196,0.42
67.226.223.106,80,443,true,LHR,Europe,GB,London,180,0.42
13.60.22.38,443,443,true,ARN,Europe,SE,Stockholm,239,0.42
18.223.238.114,443,443,true,IAD,North America,US,Ashburn,219,0.42
3.87.40.240,443,443,true,IAD,North America,US,Ashburn,249,0.41
18.222.32.191,443,443,true,IAD,North America,US,Ashburn,234,0.41
3.11.236.175,443,443,true,LHR,Europe,GB,London,199,0.41
18.193.72.245,8880,443,true,FRA,Europe,DE,Frankfurt,158,0.41
35.95.138.151,443,443,true,SEA,North America,US,Seattle,200,0.40
35.159.165.195,443,443,true,FRA,Europe,DE,Frankfurt,169,0.39
3.15.3.36,443,443,true,IAD,North America,US,Ashburn,214,0.39
3.82.153.90,443,443,true,IAD,North America,US,Ashburn,223,0.38
3.137.171.134,443,443,true,IAD,North America,US,Ashburn,223,0.37
35.170.192.3,443,443,true,IAD,North America,US,Ashburn,251,0.37
18.226.94.239,443,443,true,IAD,North America,US,Ashburn,222,0.37
3.230.207.59,2095,443,true,IAD,North America,US,Ashburn,236,0.37
51.20.133.4,8443,443,true,AMS,Europe,NL,Amsterdam,185,0.36
44.202.3.237,443,443,true,IAD,North America,US,Ashburn,239,0.36
13.229.159.215,443,443,true,SIN,Asia Pacific,SG,Singapore,89,0.35
204.110.223.235,443,443,true,ORD,North America,US,Chicago,261,0.34
67.226.223.10,80,443,true,LHR,Europe,GB,London,212,0.34
35.181.173.76,8443,443,true,CDG,Europe,FR,Paris,174,0.34
35.178.29.185,2083,443,true,LHR,Europe,GB,London,234,0.32
3.144.251.169,443,443,true,IAD,North America,US,Ashburn,251,0.32
18.199.141.141,8443,443,true,FRA,Europe,DE,Frankfurt,171,0.32
35.176.229.223,80,443,true,LHR,Europe,GB,London,266,0.30
204.110.223.67,80,443,true,ORD,North America,US,Chicago,215,0.30
3.124.208.189,443,443,true,FRA,Europe,DE,Frankfurt,262,0.30
44.243.31.2,443,443,true,SEA,North America,US,Seattle,200,0.28
67.226.222.191,80,443,true,ORD,North America,US,Chicago,214,0.27
35.89.77.142,443,443,true,SEA,North America,US,Seattle,206,0.26
204.110.223.119,80,443,true,ORD,North America,US,Chicago,215,0.26
3.147.68.193,443,443,true,IAD,North America,US,Ashburn,234,0.26
18.219.21.188,443,443,true,IAD,North America,US,Ashburn,241,0.25
204.110.221.145,443,443,true,YUL,North America,CA,Montréal,245,0.24
43.204.208.173,443,443,true,BOM,Asia Pacific,IN,Mumbai,290,0.23
3.141.35.216,8443,443,true,IAD,North America,US,Ashburn,234,0.23
18.130.4.172,443,443,true,LHR,Europe,GB,London,212,0.23
13.203.64.17,2053,443,true,BOM,Asia Pacific,IN,Mumbai,296,0.21
3.142.136.118,443,443,true,IAD,North America,US,Ashburn,238,0.19
3.8.24.37,443,443,true,LHR,Europe,GB,London,173,0.19
13.60.120.139,2053,443,true,ARN,Europe,SE,Stockholm,183,0.18
204.110.221.25,443,443,true,YUL,North America,CA,Montréal,236,0.18
204.110.221.65,443,443,true,YUL,North America,CA,Montréal,234,0.17
35.182.188.214,443,443,true,YUL,North America,CA,Montréal,240,0.17
67.226.222.86,80,443,true,ORD,North America,US,Chicago,219,0.16
50.112.166.63,443,443,true,PDX,North America,US,Portland,211,0.16
67.226.223.51,80,443,true,LHR,Europe,GB,London,175,0.14
204.110.221.43,80,443,true,YUL,North America,CA,Montréal,252,0.14
3.86.231.180,443,443,true,IAD,North America,US,Ashburn,229,0.14
50.18.25.238,443,443,true,SJC,North America,US,San Jose,162,0.13
67.226.222.69,80,443,true,ORD,North America,US,Chicago,210,0.13
