IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
3.15.11.252,443,443,true,YYZ,North America,CA,Toronto,349,7.84
3.92.255.124,443,443,true,IAD,North America,US,Ashburn,384,7.84
54.166.213.213,8443,443,true,IAD,North America,US,Ashburn,345,7.83
35.87.238.123,443,443,true,PDX,North America,US,Portland,340,7.83
52.15.141.111,443,443,true,YYZ,North America,CA,Toronto,294,7.83
54.202.115.66,80,443,true,PDX,North America,US,Portland,271,7.82
54.202.25.130,443,443,true,PDX,North America,US,Portland,275,7.81
3.133.113.118,443,443,true,YYZ,North America,CA,Toronto,274,7.81
3.15.223.246,443,443,true,YYZ,North America,CA,Toronto,340,7.80
3.142.92.171,443,443,true,YYZ,North America,CA,Toronto,257,7.80
3.82.114.251,443,443,true,IAD,North America,US,Ashburn,302,7.79
52.207.221.73,443,443,true,IAD,North America,US,Ashburn,419,7.78
52.12.8.118,443,443,true,PDX,North America,US,Portland,335,7.78
54.226.54.108,443,443,true,IAD,North America,US,Ashburn,325,7.77
3.16.180.66,443,443,true,YYZ,North America,CA,Toronto,308,7.77
54.165.104.172,443,443,true,IAD,North America,US,Ashburn,271,7.77
3.142.40.77,443,443,true,YYZ,North America,CA,Toronto,342,7.77
44.221.78.117,443,443,true,IAD,North America,US,Ashburn,381,7.76
34.203.218.222,443,443,true,IAD,North America,US,Ashburn,262,7.76
3.21.244.29,443,443,true,YYZ,North America,CA,Toronto,274,7.76
3.218.234.33,443,443,true,IAD,North America,US,Ashburn,351,7.75
18.119.123.134,443,443,true,IAD,North America,US,Ashburn,307,7.75
67.226.221.20,80,443,true,SJC,North America,US,San Jose,328,7.74
18.191.67.248,443,443,true,YYZ,North America,CA,Toronto,331,7.73
3.147.46.94,443,443,true,YYZ,North America,CA,Toronto,364,7.73
18.188.238.1,443,443,true,YYZ,North America,CA,Toronto,239,7.73
3.133.113.118,443,443,true,YYZ,North America,CA,Toronto,315,7.72
204.110.220.29,80,443,true,SJC,North America,US,San Jose,223,7.71
3.86.231.180,443,443,true,IAD,North America,US,Ashburn,284,7.69
47.128.253.214,443,443,true,SIN,Asia Pacific,SG,Singapore,302,7.69
44.203.254.236,443,443,true,IAD,North America,US,Ashburn,274,7.68
34.204.181.45,443,443,true,IAD,North America,US,Ashburn,336,7.68
18.225.72.152,8443,443,true,YYZ,North America,CA,Toronto,283,7.68
54.203.223.17,443,443,true,PDX,North America,US,Portland,254,7.67
35.183.14.170,443,443,true,YUL,North America,CA,Montréal,419,7.66
52.36.63.171,443,443,true,PDX,North America,US,Portland,291,7.66
44.220.51.64,443,443,true,IAD,North America,US,Ashburn,273,7.66
3.133.91.85,443,443,true,YYZ,North America,CA,Toronto,358,7.66
3.87.40.240,443,443,true,IAD,North America,US,Ashburn,330,7.66
35.174.172.160,443,443,true,IAD,North America,US,Ashburn,359,7.66
3.14.251.175,443,443,true,YYZ,North America,CA,Toronto,324,7.65
34.213.161.143,80,443,true,PDX,North America,US,Portland,368,7.65
35.89.150.78,443,443,true,PDX,North America,US,Portland,275,7.65
34.219.221.16,443,443,true,SEA,North America,US,Seattle,334,7.65
3.137.219.233,443,443,true,YYZ,North America,CA,Toronto,245,7.65
35.174.62.190,443,443,true,IAD,North America,US,Ashburn,235,7.65
35.172.100.213,443,443,true,IAD,North America,US,Ashburn,231,7.64
3.96.207.235,443,443,true,YUL,North America,CA,Montréal,243,7.64
54.149.153.27,443,443,true,PDX,North America,US,Portland,326,7.63
3.144.191.4,443,443,true,CMH,North America,US,Columbus,238,7.63
3.132.213.125,443,443,true,YYZ,North America,CA,Toronto,249,7.63
3.99.192.219,443,443,true,YUL,North America,CA,Montréal,396,7.62
3.141.35.216,8443,443,true,YYZ,North America,CA,Toronto,362,7.62
3.23.129.69,443,443,true,YYZ,North America,CA,Toronto,398,7.61
52.39.81.211,443,443,true,PDX,North America,US,Portland,314,7.61
3.236.227.0,443,443,true,IAD,North America,US,Ashburn,253,7.60
18.227.134.200,443,443,true,YYZ,North America,CA,Toronto,314,7.60
35.183.87.100,443,443,true,YUL,North America,CA,Montréal,307,7.60
3.140.242.205,443,443,true,YYZ,North America,CA,Toronto,338,7.60
18.226.34.119,443,443,true,YYZ,North America,CA,Toronto,277,7.60
3.99.180.208,443,443,true,YUL,North America,CA,Montréal,316,7.60
54.190.156.147,8443,443,true,PDX,North America,US,Portland,306,7.59
67.226.221.6,443,443,true,SJC,North America,US,San Jose,199,7.59
3.142.36.194,443,443,true,YYZ,North America,CA,Toronto,362,7.58
54.191.65.60,443,443,true,PDX,North America,US,Portland,219,7.58
3.236.114.80,443,443,true,IAD,North America,US,Ashburn,229,7.58
3.147.75.105,443,443,true,YYZ,North America,CA,Toronto,234,7.58
44.222.87.95,443,443,true,IAD,North America,US,Ashburn,313,7.58
35.182.148.6,443,443,true,YUL,North America,CA,Montréal,338,7.57
44.220.255.73,443,443,true,IAD,North America,US,Ashburn,235,7.57
3.144.88.124,443,443,true,YYZ,North America,CA,Toronto,268,7.57
54.165.144.110,443,443,true,IAD,North America,US,Ashburn,292,7.57
52.14.121.33,443,443,true,YYZ,North America,CA,Toronto,332,7.56
54.191.192.111,443,443,true,PDX,North America,US,Portland,320,7.56
3.138.105.82,443,443,true,YYZ,North America,CA,Toronto,246,7.55
98.82.15.190,443,443,true,IAD,North America,US,Ashburn,251,7.55
3.144.11.65,443,443,true,YYZ,North America,CA,Toronto,263,7.55
18.119.118.240,443,443,true,IAD,North America,US,Ashburn,248,7.55
18.188.154.167,443,443,true,YYZ,North America,CA,Toronto,383,7.55
35.179.155.163,443,443,true,LHR,Europe,GB,London,368,7.54
52.88.236.35,443,443,true,PDX,North America,US,Portland,261,7.54
3.14.144.199,443,443,true,YYZ,North America,CA,Toronto,286,7.54
34.221.20.125,8443,443,true,PDX,North America,US,Portland,210,7.53
18.118.83.190,443,443,true,IAD,North America,US,Ashburn,357,7.53
34.223.206.64,443,443,true,PDX,North America,US,Portland,275,7.52
34.218.130.79,443,443,true,PDX,North America,US,Portland,323,7.52
3.87.213.95,443,443,true,IAD,North America,US,Ashburn,313,7.51
3.99.163.210,443,443,true,YUL,North America,CA,Montréal,383,7.51
52.40.221.63,443,443,true,PDX,North America,US,Portland,283,7.51
44.217.235.114,2053,443,true,IAD,North America,US,Ashburn,356,7.51
67.226.221.6,80,443,true,SJC,North America,US,San Jose,208,7.51
34.216.124.126,443,443,true,SEA,North America,US,Seattle,299,7.51
67.226.221.88,80,443,true,SJC,North America,US,San Jose,400,7.50
99.79.62.201,443,443,true,YUL,North America,CA,Montréal,359,7.50
3.15.152.119,443,443,true,YYZ,North America,CA,Toronto,271,7.50
3.96.142.233,443,443,true,YUL,North America,CA,Montréal,255,7.50
54.213.200.154,443,443,true,SEA,North America,US,Seattle,276,7.49
3.128.253.42,2053,443,true,ORD,North America,US,Chicago,290,7.49
35.167.93.200,80,443,true,SEA,North America,US,Seattle,240,7.49
34.219.31.160,80,443,true,SEA,North America,US,Seattle,291,7.49
44.228.63.60,443,443,true,SEA,North America,US,Seattle,231,7.49
44.228.63.60,80,443,true,SEA,North America,US,Seattle,366,7.49
34.213.161.143,80,443,true,SEA,North America,US,Seattle,309,7.49
34.219.31.160,80,443,true,PDX,North America,US,Portland,220,7.49
35.167.93.200,443,443,true,PDX,North America,US,Portland,293,7.48
3.145.201.169,443,443,true,YYZ,North America,CA,Toronto,372,7.48
54.187.101.21,443,443,true,PDX,North America,US,Portland,217,7.48
3.132.213.156,443,443,true,YYZ,North America,CA,Toronto,243,7.47
3.133.116.59,443,443,true,YYZ,North America,CA,Toronto,322,7.47
3.76.206.85,443,443,true,FRA,Europe,DE,Frankfurt,378,7.47
3.82.126.115,443,443,true,IAD,North America,US,Ashburn,245,7.46
3.142.92.171,443,443,true,YYZ,North America,CA,Toronto,271,7.46
98.80.104.188,443,443,true,IAD,North America,US,Ashburn,288,7.46
18.227.46.169,443,443,true,YYZ,North America,CA,Toronto,410,7.46
44.192.49.117,443,443,true,IAD,North America,US,Ashburn,287,7.45
3.96.152.205,443,443,true,YUL,North America,CA,Montréal,339,7.45
34.205.19.60,443,443,true,IAD,North America,US,Ashburn,389,7.44
3.215.133.226,443,443,true,IAD,North America,US,Ashburn,292,7.44
54.170.134.110,443,443,true,DUB,Europe,IE,Dublin,410,7.43
52.41.218.4,80,443,true,PDX,North America,US,Portland,281,7.43
3.139.92.169,443,443,true,YYZ,North America,CA,Toronto,367,7.42
3.239.16.253,443,443,true,IAD,North America,US,Ashburn,294,7.42
3.144.232.49,443,443,true,YYZ,North America,CA,Toronto,330,7.42
44.201.27.243,443,443,true,IAD,North America,US,Ashburn,298,7.42
3.148.108.35,443,443,true,YYZ,North America,CA,Toronto,294,7.42
3.215.77.41,443,443,true,IAD,North America,US,Ashburn,246,7.42
52.10.78.7,80,443,true,PDX,North America,US,Portland,216,7.42
16.16.207.12,443,443,true,CPH,Europe,DK,Copenhagen,337,7.41
3.12.164.162,443,443,true,YYZ,North America,CA,Toronto,296,7.41
34.237.53.85,443,443,true,IAD,North America,US,Ashburn,243,7.41
3.97.9.99,443,443,true,YUL,North America,CA,Montréal,353,7.41
34.239.173.208,443,443,true,IAD,North America,US,Ashburn,266,7.41
35.183.129.126,443,443,true,YUL,North America,CA,Montréal,270,7.41
34.231.110.1,443,443,true,IAD,North America,US,Ashburn,255,7.41
3.143.111.138,443,443,true,YYZ,North America,CA,Toronto,292,7.41
52.32.90.142,80,443,true,PDX,North America,US,Portland,216,7.41
35.173.224.63,443,443,true,IAD,North America,US,Ashburn,248,7.41
54.149.11.131,80,443,true,SEA,North America,US,Seattle,315,7.40
34.209.4.175,80,443,true,PDX,North America,US,Portland,351,7.39
3.80.207.29,443,443,true,IAD,North America,US,Ashburn,375,7.39
3.15.11.252,443,443,true,YYZ,North America,CA,Toronto,364,7.39
98.83.39.100,443,443,true,IAD,North America,US,Ashburn,257,7.39
54.213.200.154,80,443,true,PDX,North America,US,Portland,255,7.39
3.139.92.169,443,443,true,YYZ,North America,CA,Toronto,240,7.39
52.60.82.128,443,443,true,YUL,North America,CA,Montréal,348,7.39
35.183.37.159,443,443,true,YUL,North America,CA,Montréal,380,7.38
18.226.93.44,8443,443,true,ORD,North America,US,Chicago,364,7.38
35.182.156.238,443,443,true,YUL,North America,CA,Montréal,326,7.38
34.209.4.175,80,443,true,PDX,North America,US,Portland,252,7.38
52.41.218.4,80,443,true,PDX,North America,US,Portland,272,7.37
3.16.255.77,443,443,true,YYZ,North America,CA,Toronto,233,7.37
204.110.223.3,80,443,true,ORD,North America,US,Chicago,272,7.37
54.213.200.154,80,443,true,SEA,North America,US,Seattle,282,7.37
52.55.146.127,443,443,true,IAD,North America,US,Ashburn,360,7.37
54.149.11.131,80,443,true,SEA,North America,US,Seattle,305,7.37
3.22.241.99,443,443,true,ORD,North America,US,Chicago,341,7.37
3.148.113.141,8443,443,true,ORD,North America,US,Chicago,302,7.37
3.133.135.198,443,443,true,YYZ,North America,CA,Toronto,332,7.36
3.96.162.203,443,443,true,YUL,North America,CA,Montréal,342,7.36
3.148.108.35,443,443,true,YYZ,North America,CA,Toronto,384,7.36
35.183.6.172,443,443,true,YUL,North America,CA,Montréal,251,7.36
54.213.239.129,443,443,true,PDX,North America,US,Portland,272,7.35
13.214.210.27,443,443,true,SIN,Asia Pacific,SG,Singapore,265,7.35
18.218.76.133,443,443,true,YYZ,North America,CA,Toronto,235,7.35
44.222.130.193,443,443,true,IAD,North America,US,Ashburn,250,7.35
3.141.223.191,8443,443,true,ORD,North America,US,Chicago,306,7.35
3.89.124.128,443,443,true,IAD,North America,US,Ashburn,259,7.35
3.96.208.149,443,443,true,YUL,North America,CA,Montréal,303,7.35
3.136.19.167,443,443,true,YYZ,North America,CA,Toronto,350,7.35
3.236.219.239,443,443,true,IAD,North America,US,Ashburn,255,7.35
3.238.177.247,443,443,true,IAD,North America,US,Ashburn,306,7.35
44.192.44.186,443,443,true,IAD,North America,US,Ashburn,244,7.34
34.216.124.126,443,443,true,SEA,North America,US,Seattle,274,7.34
52.10.78.7,443,443,true,PDX,North America,US,Portland,227,7.34
44.192.52.126,443,443,true,IAD,North America,US,Ashburn,358,7.34
44.222.175.173,443,443,true,IAD,North America,US,Ashburn,299,7.34
98.84.19.172,443,443,true,IAD,North America,US,Ashburn,271,7.34
35.183.129.132,443,443,true,YUL,North America,CA,Montréal,277,7.34
52.60.140.75,443,443,true,YUL,North America,CA,Montréal,304,7.33
3.96.175.28,443,443,true,YUL,North America,CA,Montréal,286,7.33
3.128.91.121,443,443,true,YYZ,North America,CA,Toronto,240,7.33
98.84.21.214,443,443,true,IAD,North America,US,Ashburn,286,7.32
3.133.91.85,443,443,true,YYZ,North America,CA,Toronto,325,7.32
3.143.246.113,443,443,true,YYZ,North America,CA,Toronto,314,7.32
44.203.183.139,443,443,true,IAD,North America,US,Ashburn,281,7.32
3.143.173.77,443,443,true,YYZ,North America,CA,Toronto,268,7.32
34.216.124.126,80,443,true,PDX,North America,US,Portland,267,7.32
98.84.23.255,443,443,true,IAD,North America,US,Ashburn,235,7.31
3.236.236.90,443,443,true,IAD,North America,US,Ashburn,305,7.31
67.226.221.16,80,443,true,SJC,North America,US,San Jose,327,7.31
44.202.3.237,443,443,true,IAD,North America,US,Ashburn,320,7.31
34.223.206.64,443,443,true,PDX,North America,US,Portland,336,7.31
52.60.49.68,443,443,true,YUL,North America,CA,Montréal,345,7.31
3.16.218.144,443,443,true,YYZ,North America,CA,Toronto,398,7.30
44.192.53.39,443,443,true,IAD,North America,US,Ashburn,401,7.29
18.224.109.232,443,443,true,YYZ,North America,CA,Toronto,229,7.29
44.222.231.208,443,443,true,IAD,North America,US,Ashburn,297,7.29
3.88.110.210,8443,443,true,IAD,North America,US,Ashburn,243,7.29
3.99.180.208,443,443,true,YUL,North America,CA,Montréal,330,7.28
44.220.248.89,443,443,true,IAD,North America,US,Ashburn,393,7.28
3.236.218.53,443,443,true,IAD,North America,US,Ashburn,360,7.28
44.192.115.21,443,443,true,IAD,North America,US,Ashburn,397,7.28
35.167.93.200,443,443,true,PDX,North America,US,Portland,284,7.28
54.201.88.209,443,443,true,PDX,North America,US,Portland,326,7.27
52.10.78.7,80,443,true,PDX,North America,US,Portland,283,7.27
34.216.124.126,80,443,true,PDX,North America,US,Portland,330,7.27
44.202.110.138,443,443,true,IAD,North America,US,Ashburn,319,7.27
44.212.91.129,443,443,true,IAD,North America,US,Ashburn,235,7.27
54.166.213.213,2053,443,true,IAD,North America,US,Ashburn,273,7.26
3.133.108.10,443,443,true,YYZ,North America,CA,Toronto,245,7.26
52.60.82.128,443,443,true,YUL,North America,CA,Montréal,274,7.26
3.96.177.132,443,443,true,YUL,North America,CA,Montréal,334,7.26
3.99.179.115,443,443,true,YUL,North America,CA,Montréal,292,7.26
35.182.65.218,443,443,true,YUL,North America,CA,Montréal,329,7.26
35.183.235.59,443,443,true,YUL,North America,CA,Montréal,354,7.26
3.128.168.159,443,443,true,YYZ,North America,CA,Toronto,250,7.26
3.89.19.79,443,443,true,IAD,North America,US,Ashburn,286,7.25
3.99.161.72,443,443,true,YUL,North America,CA,Montréal,357,7.25
35.90.246.86,443,443,true,PDX,North America,US,Portland,359,7.24
44.202.152.98,443,443,true,IAD,North America,US,Ashburn,243,7.24
3.141.223.191,8443,443,true,ORD,North America,US,Chicago,351,7.23
35.179.158.166,443,443,true,LHR,Europe,GB,London,362,7.23
98.82.130.119,443,443,true,IAD,North America,US,Ashburn,313,7.23
3.92.176.225,443,443,true,IAD,North America,US,Ashburn,239,7.23
54.161.219.237,443,443,true,IAD,North America,US,Ashburn,312,7.23
3.86.85.68,443,443,true,IAD,North America,US,Ashburn,245,7.23
52.23.159.50,443,443,true,IAD,North America,US,Ashburn,244,7.23
54.190.156.147,8443,443,true,PDX,North America,US,Portland,285,7.23
35.168.36.1,443,443,true,IAD,North America,US,Ashburn,327,7.22
34.237.51.97,443,443,true,IAD,North America,US,Ashburn,283,7.22
3.85.122.148,443,443,true,IAD,North America,US,Ashburn,253,7.22
3.99.192.219,443,443,true,YUL,North America,CA,Montréal,250,7.21
52.41.218.4,443,443,true,PDX,North America,US,Portland,220,7.21
3.88.70.165,443,443,true,IAD,North America,US,Ashburn,246,7.21
44.222.99.202,443,443,true,IAD,North America,US,Ashburn,274,7.21
3.99.142.190,443,443,true,YUL,North America,CA,Montréal,433,7.20
3.82.172.126,443,443,true,IAD,North America,US,Ashburn,326,7.19
98.80.105.254,443,443,true,IAD,North America,US,Ashburn,354,7.19
54.86.134.228,443,443,true,IAD,North America,US,Ashburn,301,7.19
34.194.76.43,443,443,true,IAD,North America,US,Ashburn,388,7.19
52.60.152.143,443,443,true,YUL,North America,CA,Montréal,388,7.19
3.96.142.233,443,443,true,YUL,North America,CA,Montréal,342,7.19
44.222.195.218,443,443,true,IAD,North America,US,Ashburn,302,7.18
3.96.201.117,443,443,true,YUL,North America,CA,Montréal,263,7.18
3.96.193.40,443,443,true,YUL,North America,CA,Montréal,365,7.18
3.144.89.156,443,443,true,YYZ,North America,CA,Toronto,352,7.18
3.147.73.220,443,443,true,ORD,North America,US,Chicago,306,7.18
99.79.189.22,443,443,true,YUL,North America,CA,Montréal,382,7.17
44.203.91.255,443,443,true,IAD,North America,US,Ashburn,363,7.17
3.143.173.77,443,443,true,YYZ,North America,CA,Toronto,254,7.16
3.239.75.176,443,443,true,IAD,North America,US,Ashburn,278,7.16
67.226.221.214,443,443,true,SJC,North America,US,San Jose,199,7.16
54.164.118.39,443,443,true,IAD,North America,US,Ashburn,403,7.16
3.22.79.92,443,443,true,YYZ,North America,CA,Toronto,245,7.16
3.147.79.6,443,443,true,YYZ,North America,CA,Toronto,278,7.16
52.10.78.7,443,443,true,PDX,North America,US,Portland,327,7.15
52.41.218.4,443,443,true,PDX,North America,US,Portland,281,7.15
54.190.180.98,80,443,true,SEA,North America,US,Seattle,224,7.15
3.96.177.132,443,443,true,YUL,North America,CA,Montréal,456,7.15
54.202.144.215,443,443,true,PDX,North America,US,Portland,254,7.15
3.97.12.151,443,443,true,YUL,North America,CA,Montréal,287,7.15
44.210.143.250,443,443,true,IAD,North America,US,Ashburn,254,7.14
3.143.17.170,443,443,true,YYZ,North America,CA,Toronto,388,7.14
3.15.152.119,443,443,true,YYZ,North America,CA,Toronto,401,7.14
35.182.68.241,443,443,true,YUL,North America,CA,Montréal,302,7.14
54.202.115.66,80,443,true,SEA,North America,US,Seattle,294,7.14
34.227.133.207,443,443,true,IAD,North America,US,Ashburn,333,7.14
34.239.155.241,443,443,true,IAD,North America,US,Ashburn,298,7.14
35.175.181.220,443,443,true,IAD,North America,US,Ashburn,289,7.14
3.128.168.159,443,443,true,YYZ,North America,CA,Toronto,354,7.13
54.203.85.46,80,443,true,PDX,North America,US,Portland,260,7.13
3.135.187.102,443,443,true,YYZ,North America,CA,Toronto,301,7.13
35.168.110.236,443,443,true,IAD,North America,US,Ashburn,322,7.13
18.144.44.213,80,443,true,SJC,North America,US,San Jose,405,7.13
54.203.85.46,80,443,true,PDX,North America,US,Portland,347,7.13
3.239.10.205,443,443,true,IAD,North America,US,Ashburn,244,7.13
52.60.152.143,443,443,true,YUL,North America,CA,Montréal,258,7.12
44.211.28.194,443,443,true,IAD,North America,US,Ashburn,329,7.12
35.183.177.227,443,443,true,YUL,North America,CA,Montréal,272,7.12
3.149.230.144,443,443,true,YYZ,North America,CA,Toronto,350,7.12
3.17.175.137,443,443,true,YYZ,North America,CA,Toronto,236,7.12
3.96.206.229,443,443,true,YUL,North America,CA,Montréal,316,7.12
52.23.240.64,443,443,true,IAD,North America,US,Ashburn,271,7.12
67.226.221.246,80,443,true,SJC,North America,US,San Jose,327,7.12
3.99.173.77,443,443,true,YUL,North America,CA,Montréal,312,7.12
98.84.20.190,443,443,true,IAD,North America,US,Ashburn,316,7.11
35.183.47.191,443,443,true,YUL,North America,CA,Montréal,291,7.11
54.167.43.59,443,443,true,IAD,North America,US,Ashburn,286,7.11
18.119.127.67,443,443,true,IAD,North America,US,Ashburn,352,7.11
3.76.206.85,443,443,true,FRA,Europe,DE,Frankfurt,267,7.11
54.172.226.111,2053,443,true,IAD,North America,US,Ashburn,353,7.11
3.99.161.97,443,443,true,YUL,North America,CA,Montréal,278,7.09
54.224.42.142,8443,443,true,IAD,North America,US,Ashburn,384,7.09
54.191.65.60,443,443,true,PDX,North America,US,Portland,450,7.09
99.79.78.94,443,443,true,YUL,North America,CA,Montréal,283,7.08
44.222.128.120,443,443,true,IAD,North America,US,Ashburn,313,7.08
44.223.36.170,443,443,true,IAD,North America,US,Ashburn,319,7.08
3.133.104.215,443,443,true,YYZ,North America,CA,Toronto,256,7.08
3.96.152.205,443,443,true,YUL,North America,CA,Montréal,269,7.08
3.99.174.166,443,443,true,YUL,North America,CA,Montréal,376,7.08
3.99.182.227,443,443,true,YUL,North America,CA,Montréal,267,7.08
35.170.192.3,443,443,true,IAD,North America,US,Ashburn,253,7.07
44.228.63.60,443,443,true,SEA,North America,US,Seattle,297,7.07
3.143.222.121,443,443,true,YYZ,North America,CA,Toronto,283,7.07
98.81.28.2,443,443,true,IAD,North America,US,Ashburn,246,7.07
44.222.194.232,443,443,true,IAD,North America,US,Ashburn,374,7.07
44.212.91.228,443,443,true,IAD,North America,US,Ashburn,333,7.06
3.81.29.245,443,443,true,IAD,North America,US,Ashburn,305,7.06
3.16.187.107,443,443,true,YYZ,North America,CA,Toronto,336,7.06
3.96.145.43,443,443,true,YUL,North America,CA,Montréal,347,7.06
3.139.92.152,443,443,true,YYZ,North America,CA,Toronto,298,7.06
3.96.124.230,443,443,true,YUL,North America,CA,Montréal,375,7.05
3.238.245.5,443,443,true,IAD,North America,US,Ashburn,247,7.05
3.92.92.54,443,443,true,IAD,North America,US,Ashburn,249,7.05
3.96.213.99,443,443,true,YUL,North America,CA,Montréal,436,7.05
34.239.160.135,443,443,true,IAD,North America,US,Ashburn,337,7.05
3.143.173.142,443,443,true,YYZ,North America,CA,Toronto,323,7.05
44.202.27.182,443,443,true,IAD,North America,US,Ashburn,290,7.04
35.183.14.57,443,443,true,YUL,North America,CA,Montréal,302,7.04
35.182.13.51,443,443,true,YUL,North America,CA,Montréal,321,7.04
35.167.93.200,80,443,true,SEA,North America,US,Seattle,236,7.04
54.184.246.204,443,443,true,PDX,North America,US,Portland,260,7.04
3.128.182.66,443,443,true,YYZ,North America,CA,Toronto,279,7.04
35.183.197.146,443,443,true,YUL,North America,CA,Montréal,379,7.04
3.96.185.218,443,443,true,YUL,North America,CA,Montréal,328,7.04
3.16.218.144,443,443,true,YYZ,North America,CA,Toronto,266,7.04
44.223.49.112,443,443,true,IAD,North America,US,Ashburn,336,7.04
3.239.1.72,443,443,true,IAD,North America,US,Ashburn,272,7.03
54.203.85.46,443,443,true,PDX,North America,US,Portland,358,7.03
44.222.105.237,443,443,true,IAD,North America,US,Ashburn,265,7.03
52.15.97.71,8443,443,true,ORD,North America,US,Chicago,355,7.03
3.136.85.163,443,443,true,YYZ,North America,CA,Toronto,253,7.03
54.86.186.87,443,443,true,IAD,North America,US,Ashburn,289,7.02
50.19.193.95,443,443,true,IAD,North America,US,Ashburn,292,7.02
44.204.173.133,443,443,true,IAD,North America,US,Ashburn,252,7.02
54.152.216.48,443,443,true,IAD,North America,US,Ashburn,321,7.02
44.192.18.175,443,443,true,IAD,North America,US,Ashburn,287,7.02
204.110.220.18,80,443,true,SJC,North America,US,San Jose,203,7.01
3.93.4.49,443,443,true,IAD,North America,US,Ashburn,374,7.01
44.221.77.22,443,443,true,IAD,North America,US,Ashburn,454,7.01
3.96.137.42,443,443,true,YUL,North America,CA,Montréal,340,7.01
34.226.244.134,443,443,true,IAD,North America,US,Ashburn,337,7.01
3.14.6.124,443,443,true,YYZ,North America,CA,Toronto,282,7.01
3.236.21.13,443,443,true,IAD,North America,US,Ashburn,302,7.01
18.222.125.248,443,443,true,YYZ,North America,CA,Toronto,234,7.01
52.32.90.142,80,443,true,SEA,North America,US,Seattle,390,7.00
3.135.230.110,443,443,true,YYZ,North America,CA,Toronto,355,7.00
3.99.167.163,443,443,true,YUL,North America,CA,Montréal,332,7.00
3.83.125.240,443,443,true,IAD,North America,US,Ashburn,254,7.00
3.85.218.142,443,443,true,IAD,North America,US,Ashburn,381,7.00
3.239.89.137,443,443,true,IAD,North America,US,Ashburn,250,7.00
35.183.43.89,443,443,true,YUL,North America,CA,Montréal,249,6.99
44.222.108.214,443,443,true,IAD,North America,US,Ashburn,254,6.99
3.144.39.114,443,443,true,YYZ,North America,CA,Toronto,351,6.99
3.234.212.161,443,443,true,IAD,North America,US,Ashburn,270,6.99
54.167.116.168,443,443,true,IAD,North America,US,Ashburn,341,6.99
3.147.55.129,443,443,true,YYZ,North America,CA,Toronto,357,6.99
3.143.173.142,443,443,true,YYZ,North America,CA,Toronto,231,6.99
35.182.106.231,443,443,true,YUL,North America,CA,Montréal,246,6.98
44.217.235.114,8443,443,true,IAD,North America,US,Ashburn,275,6.98
3.141.223.191,2053,443,true,ORD,North America,US,Chicago,392,6.98
98.82.117.160,443,443,true,IAD,North America,US,Ashburn,284,6.97
44.201.88.209,443,443,true,IAD,North America,US,Ashburn,271,6.97
107.20.99.133,443,443,true,IAD,North America,US,Ashburn,251,6.97
54.213.200.154,443,443,true,PDX,North America,US,Portland,267,6.97
44.223.38.208,443,443,true,IAD,North America,US,Ashburn,285,6.97
54.209.243.95,443,443,true,IAD,North America,US,Ashburn,416,6.97
44.212.5.251,443,443,true,IAD,North America,US,Ashburn,406,6.96
23.23.44.100,443,443,true,IAD,North America,US,Ashburn,242,6.96
35.182.91.215,443,443,true,YUL,North America,CA,Montréal,382,6.95
3.99.142.152,443,443,true,YUL,North America,CA,Montréal,319,6.95
35.183.62.150,443,443,true,YUL,North America,CA,Montréal,245,6.94
3.238.24.155,443,443,true,IAD,North America,US,Ashburn,233,6.94
3.99.174.166,443,443,true,YUL,North America,CA,Montréal,393,6.93
67.226.222.2,443,443,true,ORD,North America,US,Chicago,536,6.93
34.239.162.96,443,443,true,IAD,North America,US,Ashburn,244,6.93
35.183.6.172,443,443,true,YUL,North America,CA,Montréal,345,6.92
34.236.190.154,443,443,true,IAD,North America,US,Ashburn,315,6.92
44.220.43.152,443,443,true,IAD,North America,US,Ashburn,411,6.92
3.96.193.40,443,443,true,YUL,North America,CA,Montréal,270,6.92
204.110.223.16,80,443,true,ORD,North America,US,Chicago,282,6.92
35.183.197.244,443,443,true,YUL,North America,CA,Montréal,352,6.92
34.236.38.45,443,443,true,IAD,North America,US,Ashburn,321,6.91
3.143.222.121,443,443,true,YYZ,North America,CA,Toronto,289,6.91
98.84.13.95,443,443,true,IAD,North America,US,Ashburn,357,6.91
3.14.144.199,443,443,true,YYZ,North America,CA,Toronto,261,6.91
35.183.5.178,443,443,true,YUL,North America,CA,Montréal,321,6.90
35.178.188.209,443,443,true,LHR,Europe,GB,London,388,6.90
184.73.20.34,443,443,true,IAD,North America,US,Ashburn,405,6.89
35.155.38.149,443,443,true,PDX,North America,US,Portland,385,6.89
3.97.6.107,443,443,true,YUL,North America,CA,Montréal,271,6.89
44.220.43.38,443,443,true,IAD,North America,US,Ashburn,332,6.89
3.99.142.152,443,443,true,YUL,North America,CA,Montréal,258,6.89
44.203.183.223,443,443,true,IAD,North America,US,Ashburn,326,6.89
44.220.56.157,443,443,true,IAD,North America,US,Ashburn,243,6.89
34.204.187.194,443,443,true,IAD,North America,US,Ashburn,249,6.89
44.220.254.32,443,443,true,IAD,North America,US,Ashburn,337,6.89
35.183.86.10,443,443,true,YUL,North America,CA,Montréal,360,6.89
3.141.223.191,2053,443,true,ORD,North America,US,Chicago,300,6.89
